Latitude,Longitude,Date,Town,Oblast,Country,Incident_type,Incident_sub_type,Source_1
48.1031637,38.5920837,2022-02-27,NA,Donbas,UA,blast,uxo_score,https://kyivindependent.com/national/amid-fierce-defense-ukraine-fails-russian-blitz-victory-plans
49.9935,36.230383,2022-02-24,Kharkiv,Kharkiv Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/russia-attacks-wide-range-of-targets-in-ukraine-live-updates
47.097133,37.543367,2022-02-24,Mariupol,Donetsk Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/dozens-of-ukrainians-killed-within-hours-of-russian-invasion
50.4501,30.5234,2022-02-25,Kyiv,Kyiv City,UA,security,arrest_score,https://kyivindependent.com/national/ukraine-ready-to-negotiate-with-russia
50.3150962,34.9005644,2022-02-26,Okhtyrka,Sumy Oblast,UA,air,fixed_wing_score,https://kyivindependent.com/national/russia-faces-heavy-losses-as-it-attacks-ukraine-on-all-fronts
48.411634,33.6941624,2022-02-28,P'yatykhatky,Dnipropetrovsk Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/kharkiv-barraged-with-multiple-rocket-launchers-killing-a-dozen-of-people
48.1031637,38.5920837,2022-02-28,NA,Donbas,UA,land,direct_fire_score,https://kyivindependent.com/national/first-round-of-ukraine-russia-negotiations-inconclusive-as-casualties-pile-up
50.4501,30.5234,2022-03-02,Kyiv,Kyiv City,UA,missile,,https://kyivindependent.com/national/kyivans-hide-in-subways-as-russian-forces-bombard-the-capital
48.1031637,38.5920837,2022-03-03,NA,Donbas,UA,security,arrest_score,https://kyivindependent.com/national/qa-with-charge-daffaires-kristina-kvien-from-now-on-russia-will-be-a-pariah-state
48.6208,22.287883,2022-03-04,NA,Zakarpattia Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/as-their-universities-are-shelled-fleeing-foreign-students-wait-days-at-borders
47.8388,35.139567,2022-03-04,Zaporizhzhia,Zaporizhia Oblast,UA,security,arrest_score,https://kyivindependent.com/national/russia-captures-europes-largest-nuclear-power-plant-in-ukraine
50.4501,30.5234,2022-03-05,Kyiv,Kyiv City,UA,targeted,abduction_score,https://kyivindependent.com/national/ukrainian-loses-parent-to-russian-propaganda-i-can-consider-myself-an-orphan
50.4501,30.5234,2022-03-05,Kyiv,Kyiv City,UA,land,indirect_fire_score,https://kyivindependent.com/national/10-days-of-suffering-russias-war-against-ukraine-in-photos
48.1031637,38.5920837,2022-03-06,NA,Donbas,UA,land,indirect_fire_score,https://kyivindependent.com/national/civilians-flee-in-terror-as-ukraines-military-deter-russia-in-irpin
50.4501,30.5234,2022-03-09,Kyiv,Kyiv City,UA,land,indirect_fire_score,https://kyivindependent.com/national/ukraines-biggest-childrens-hospital-treats-people-wounded-by-russians
47.097133,37.543367,2022-03-09,Mariupol,Donetsk Oblast,UA,air,fixed_wing_score,https://kyivindependent.com/national/ukraine-evacuates-48000-people-many-still-in-dire-conditions-amid-russian-attacks
47.097133,37.543367,2022-03-16,Mariupol,Donetsk Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/300000-people-trapped-in-besieged-mariupol-face-living-hell
50.4501,30.5234,2022-03-15,Kyiv,Kyiv City,UA,land,indirect_fire_score,https://kyivindependent.com/national/20-days-of-russias-war-in-ukraine-in-photos
50.3482,30.95615,2022-03-16,Boryspil',Kyiv Oblast,UA,security,arrest_score,https://kyivindependent.com/national/family-and-fellow-soldiers-bid-farewell-to-heroic-colonel-gudz-killed-in-donbas
48.1031637,38.5920837,2022-03-16,NA,Donbas,UA,missile,,https://kyivindependent.com/national/ukraines-old-air-defense-proves-unexpectedly-effective-in-combat
50.4501,30.5234,2022-03-17,Kyiv,Kyiv City,UA,land,indirect_fire_score,https://kyivindependent.com/national/russian-soldiers-shoot-dead-mother-of-two-as-she-drives-family-to-safety
48.015883,37.80285,2022-03-19,Donetsk,Donetsk Oblast,UA,targeted,abduction_score,https://kyivindependent.com/national/russia-throws-untrained-civilians-from-occupied-donbas-into-hot-spots-of-its-war-in-ukraine
50.4501,30.5234,2022-03-20,Kyiv,Kyiv City,UA,missile,,https://kyivindependent.com/national/residents-of-building-hit-by-russian-missile-come-to-ruins-of-their-homes
50.4501,30.5234,2022-03-21,Kyiv,Kyiv City,UA,missile,,https://kyivindependent.com/national/at-least-8-killed-by-russian-missile-attack-on-kyiv-shopping-mall-photos
49.839683,24.029717,2022-03-23,Lviv,Lviv Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/ukraines-unofficial-western-capital-lviv-is-calm-but-prepares-for-war
50.4501,30.5234,2022-03-24,Kyiv,Kyiv City,UA,land,indirect_fire_score,https://kyivindependent.com/national/fearless-kyiv-utility-workers-keep-the-city-running-under-russias-shelling
48.1031637,38.5920837,2022-03-23,NA,Donbas,UA,security,arrest_score,https://kyivindependent.com/national/ukrainian-journalist-released-from-russian-captivity-they-were-most-interested-in-finding-organizers-of-pro-ukrainian-rallies
50.4513592,30.2265211,2022-03-24,Stoyanka,Kyiv Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/inside-massacre-of-civilian-evacuees-outside-kyiv
50.553333,30.213517,2022-03-31,Bucha,Kyiv Oblast,UA,targeted,abduction_score,https://kyivindependent.com/national/inside-a-hospital-in-occupied-town-near-kyiv
50.51875,30.239783,2022-04-01,Irpin,Kyiv Oblast,UA,land,indirect_fire_score,https://kyivindependent.com/national/foreign-volunteers-help-fight-russia-in-irpin
48.1031637,38.5920837,2022-04-01,NA,Donbas,UA,land,indirect_fire_score,https://kyivindependent.com/national/ukraines-railway-keeps-the-country-running-amid-war
50.553333,30.213517,2022-04-02,Bucha,Kyiv Oblast,UA,targeted,murder_score,https://kyivindependent.com/national/hundreds-of-murdered-civilians-discovered-as-russians-withdraw-from-towns-near-kyiv-graphic-images
48.1031637,38.5920837,2022-04-06,NA,Donbas,UA,security,arrest_score,https://kyivindependent.com/national/new-phase-in-war-opens-up-as-ukraine-defeats-russia-in-battle-of-kyiv
50.6445031,29.9146299,2022-04-06,Borodyanka,Kyiv Oblast,UA,land,direct_fire_score,https://kyivindependent.com/national/as-ukraine-regains-control-of-borodyanka-area-more-russians-atrocities-come-to-light
50.4501,30.5234,2022-04-07,Kyiv,Kyiv City,UA,targeted,abduction_score,https://kyivindependent.com/national/bucha-massacre-survivors-why-do-russians-hate-us-so-much
