Latitude,Longitude,Date,Town,Oblast,Country,Incident_type,Incident_sub_type,Source_1
48.1031637,38.5920837,2/9/2022,,Donbas,UA,targeted,abduction,https://kyivindependent.com/national/is-ukraine-ready-for-cyberwar-with-russia-fears-mount-as-military-build-up-continues
48.1031637,38.5920837,1/18/2022,,Donbas,UA,security,military_exercise,https://kyivindependent.com/national/russia-moves-troops-to-belarus-ahead-of-february-joint-military-drills
50.553333,30.213517,4/13/2022,Bucha,Kyiv Oblast,UA,targeted,abduction,https://kyivindependent.com/national/nearly-2-weeks-after-liberation-search-for-dead-bodies-continues-in-bucha
49.233083,28.468217,11/11/2022,Vinnytsia,Vinnytsia Oblast,UA,land,indirect_fire,https://kyivindependent.com/national/ukraine-war-latest-historic-day-says-zelensky-as-armed-forces-enter-kherson
48.6208,22.287883,3/4/2022,,Zakarpattia Oblast,UA,land,indirect_fire,https://kyivindependent.com/national/as-their-universities-are-shelled-fleeing-foreign-students-wait-days-at-borders
50.4501,30.5234,3/5/2022,Kyiv,Kyiv city,UA,land,indirect_fire,https://kyivindependent.com/national/ukrainian-loses-parent-to-russian-propaganda-i-can-consider-myself-an-orphan
48.5239429,37.7075811,10/13/2022,Kostyantynivka,Donetsk Oblast,UA,missile,,https://kyivindependent.com/national/ukraine-war-latest-russian-led-militants-call-for-evacuation-from-kherson
48.574041,39.307815,11/20/2022,Luhansk,Luhansk Oblast,UA,security,exchange,https://kyivindependent.com/national/ukraine-war-latest-kremlin-accuses-ukraine-of-executing-po-ws-kyiv-denies-says-it-will-investigate
46.635417,32.616867,9/13/2022,Kherson,Kherson Oblast,UA,security,arrest,https://kyivindependent.com/national/with-successful-kharkiv-operation-ukraine-turns-the-war-in-its-favor
47.8388,35.139567,10/9/2022,Zaporizhzhia,Zaporizhia Oblast,UA,blast,uxo,https://kyivindependent.com/national/ukraine-war-latest-putin-accuses-ukrainian-intelligence-of-damaging-crimean-bridge
48.1031637,38.5920837,2022-12-13,NA,Donbas,UA,land,indirect_fire,https://kyivindependent.com/national/understanding-russias-relentless-assault-on-bakhmut
49.9935,36.230383,2022-12-16,Kharkiv,Kharkiv Oblast,UA,air,loitering_munition,https://kyivindependent.com/national/ukraine-war-latest-russia-unleashes-7th-mass-strike-using-76-missiles-striking-energy-infrastructure
46.635417,32.616867,2022-12-12,Kherson,Kherson Oblast,UA,targeted,abduction,https://kyivindependent.com/national/waterboarding-electrocution-and-a-kidnapped-son-elderly-ex-general-tells-of-torture-in-kherson
50.4501,30.5234,2022-12-14,Kyiv,Kyiv city,UA,air,loitering_munition,https://kyivindependent.com/national/ukraine-war-latest-russia-unleashes-another-drone-attack-on-kyiv-threatens-to-target-patriot-air-defense-system
49.839683,24.029717,2022-12-11,Lviv,Lviv Oblast,UA,land,indirect_fire,https://kyivindependent.com/national/ukraine-war-latest-all-thermal-and-hydroelectric-power-plants-damaged-says-pm
