Latitude,Longitude,Date,Town,Oblast,Country,Incident_type,Incident_sub_type,Source_1
48.1031637,38.5920837,5/13/2022,NA,Donbas,UA,land,indirect_fire,https://www.pravda.com.ua/eng/news/2022/05/13/7346060/
48.507933,32.262317,7/28/2022,Kropyvnytskyi,Kirovohrad Oblast,UA,land,indirect_fire,https://www.pravda.com.ua/eng/news/2022/07/28/7360678/
48.9481767,38.4878773,5/8/2022,Severodonetsk,Luhansk Oblast,UA,land,indirect_fire,https://www.pravda.com.ua/eng/news/2022/05/8/7344810/
50.284234,36.9329429,3/21/2022,Vovchans'k,Kharkiv Oblast,UA,security,arrest,https://www.pravda.com.ua/eng/news/2022/03/21/7333270/
48.9481767,38.4878773,5/25/2022,Severodonetsk,Luhansk Oblast,UA,land,indirect_fire,https://www.pravda.com.ua/eng/news/2022/05/25/7348362/
50.4501,30.5234,4/29/2022,Kyiv,Kyiv city,UA,land,indirect_fire,https://www.pravda.com.ua/eng/news/2022/04/29/7342864/
49.9935,36.230383,10/30/2022,Kharkiv,Kharkiv Oblast,UA,air,surface_to_air,https://www.pravda.com.ua/eng/news/2022/10/30/7374207/
50.4501,30.5234,2/28/2022,Kyiv,Kyiv city,UA,land,indirect_fire,https://www.pravda.com.ua/eng/news/2022/02/28/7326683/
47.097133,37.543367,6/1/2022,Mariupol,Donetsk Oblast,UA,security,arrest,https://www.pravda.com.ua/eng/news/2022/06/1/7349865/
49.5944382,36.5290231,8/20/2022,Slobozhanske,Kharkiv Oblast,UA,land,indirect_fire,https://www.pravda.com.ua/eng/news/2022/08/20/7364080/
47.910483,33.391783,9/28/2022,Kryvyi Rih,Dnipropetrovsk Oblast,UA,missile,,https://www.pravda.com.ua/eng/news/2022/09/28/7369543/
49.9935,36.230383,9/21/2022,Kharkiv,Kharkiv Oblast,UA,security,arrest,https://www.pravda.com.ua/eng/news/2022/09/21/7368395/
49.444433,32.059767,10/22/2022,Cherkasy,Cherkasy Oblast,UA,air,loitering_munition,https://www.pravda.com.ua/eng/news/2022/10/22/7373005/
50.4501,30.5234,11/17/2022,Kyiv,Kyiv city,UA,air,loitering_munition,https://www.pravda.com.ua/eng/news/2022/11/17/7376732/
50.5831258,30.4856784,3/24/2022,Vyshhorod,Kyiv Oblast,UA,land,indirect_fire,https://www.pravda.com.ua/eng/news/2022/03/24/7334295/
48.7790663,38.564841,6/12/2022,Toshkivka,Luhansk Oblast,UA,land,direct_fire,https://www.pravda.com.ua/eng/news/2022/06/12/7352005/
49.839683,24.029717,8/2/2022,Lviv,Lviv Oblast,UA,missile,,https://www.pravda.com.ua/eng/news/2022/08/2/7361572/
48.464717,35.046183,10/25/2022,Dnipro,Dnipropetrovsk Oblast,UA,missile,,https://www.pravda.com.ua/eng/news/2022/10/25/7373496/
50.9077,34.7981,6/11/2022,Sumy,Sumy Oblast,UA,land,indirect_fire,https://www.pravda.com.ua/eng/news/2022/06/11/7351978/
49.233083,28.468217,7/14/2022,Vinnytsia,Vinnytsia Oblast,UA,air,surface_to_air,https://www.pravda.com.ua/eng/news/2022/07/14/7358056/
48.9110806,38.4264294,6/26/2022,Lysychans'k,Luhansk Oblast,UA,land,indirect_fire,https://www.pravda.com.ua/eng/news/2022/06/26/7354799/
47.097133,37.543367,5/5/2022,Mariupol,Donetsk Oblast,UA,land,indirect_fire,https://www.pravda.com.ua/eng/news/2022/05/5/7344324/
48.7790663,38.564841,6/8/2022,Toshkivka,Luhansk Oblast,UA,land,indirect_fire,https://www.pravda.com.ua/eng/news/2022/06/8/7351179/
